n_arm,Ïƒ_obs,switch_cost,sample_cost,prior_bias,prop_seen,rt,mean_fixation_duration,best_seen_chosen,last_seen_chosen,n_refix
25.0,0.0,0.0,3.0,-0.3,0.4353,3499.96,208.39318531906642,0.5281,0.7612,5.2295
36.0,0.0,0.0,3.0,-0.3,0.2728694444444445,2738.02,193.72030997618901,0.5063,0.7486,3.7106
9.0,-3.0,0.0,0.0,-0.2,0.7973444444444446,2413.62,216.59172572149058,0.6652,0.7598,3.5805
16.0,-3.0,0.0,0.0,-0.2,0.661575,3055.24,206.27206266355674,0.6336,0.7942,3.8695
25.0,-3.0,0.0,0.0,-0.2,0.52544,3437.24,192.36767768133538,0.6383,0.8159,4.2563
36.0,-3.0,0.0,0.0,-0.2,0.399,3593.42,182.77397864321554,0.6344,0.7881,4.5954
9.0,-2.0,0.0,0.0,-0.2,0.7775111111111113,2952.74,279.01947201479624,0.6379,0.7822,3.3257
16.0,-2.0,0.0,0.0,-0.2,0.654725,3416.33,225.2386324289978,0.5853,0.8257,4.3244
25.0,-2.0,0.0,0.0,-0.2,0.529472,3939.44,216.7386206027896,0.579,0.8479,4.5531
36.0,-2.0,0.0,0.0,-0.2,0.41965,4285.03,203.74414242395466,0.5781,0.8454,5.2414
9.0,-1.0,0.0,0.0,-0.2,0.7963111111111113,3072.42,269.75535314704103,0.5881,0.7936,3.9473
16.0,-1.0,0.0,0.0,-0.2,0.65345625,3893.0,262.9473577806551,0.546,0.8442,4.1846
25.0,-1.0,0.0,0.0,-0.2,0.522824,4227.5,236.98564038518333,0.5436,0.8732,4.4744
36.0,-1.0,0.0,0.0,-0.2,0.4163500000000001,4626.87,224.83007600106774,0.5356,0.8732,5.0611
9.0,0.0,0.0,0.0,-0.2,0.7855888888888891,3505.51,312.83956033397027,0.5683,0.8263,3.9774
16.0,0.0,0.0,0.0,-0.2,0.65354375,4211.05,284.3308129804519,0.5204,0.8634,4.2713
25.0,0.0,0.0,0.0,-0.2,0.5035360000000001,4224.61,249.20155155415247,0.4973,0.8908,4.1763
36.0,0.0,0.0,0.0,-0.2,0.41275277777777775,4874.66,241.22794007561887,0.5012,0.8936,5.0129
9.0,1.0,0.0,0.0,-0.2,0.8357555555555557,4721.97,352.73353614253915,0.552,0.8076,5.5868
16.0,1.0,0.0,0.0,-0.2,0.6428375,4279.13,296.60623125280307,0.4857,0.8783,4.1289
25.0,1.0,0.0,0.0,-0.2,0.504508,4495.48,266.9326419511624,0.4619,0.9033,4.1892
36.0,1.0,0.0,0.0,-0.2,0.42092222222222225,5571.05,254.96553061608626,0.4824,0.8215,6.0664
9.0,2.0,0.0,0.0,-0.2,0.8216666666666668,3895.92,307.51499600461193,0.4948,0.8189,5.1199
16.0,2.0,0.0,0.0,-0.2,0.67295,5194.99,330.38249172358167,0.4657,0.878,4.9558
25.0,2.0,0.0,0.0,-0.2,0.49480799999999997,4290.83,257.5640356985147,0.4359,0.8983,4.174
36.0,2.0,0.0,0.0,-0.2,0.36795277777777774,4360.23,254.4738623180435,0.4271,0.916,3.8289
9.0,3.0,0.0,0.0,-0.2,0.781488888888889,4214.5,386.2058179103761,0.4943,0.8554,3.9095
16.0,3.0,0.0,0.0,-0.2,0.67905625,5087.14,310.87368709320407,0.4381,0.8696,5.4163
25.0,3.0,0.0,0.0,-0.2,0.52648,5314.15,291.41220679936606,0.4209,0.9043,4.9756
36.0,3.0,0.0,0.0,-0.2,0.3697888888888889,4631.39,264.0068085178157,0.4099,0.9126,4.0584
9.0,0.0,-3.0,0.0,-0.2,0.8242888888888891,2842.29,182.31275803619133,0.5148,0.737,7.7468
16.0,0.0,-3.0,0.0,-0.2,0.71605,4303.44,194.2646295971897,0.5052,0.7756,9.9568
25.0,0.0,-3.0,0.0,-0.2,0.54966,4565.17,190.58753249908492,0.4948,0.7615,9.3451
36.0,0.0,-3.0,0.0,-0.2,0.42561388888888896,4852.6,189.21164426966598,0.497,0.7907,9.3148
9.0,0.0,-2.0,0.0,-0.2,0.8457111111111113,3462.48,223.08581196946528,0.5421,0.7709,7.4796
16.0,0.0,-2.0,0.0,-0.2,0.69665625,4122.99,221.16224979482078,0.5032,0.8384,7.1703
25.0,0.0,-2.0,0.0,-0.2,0.549776,4567.84,202.20234516629176,0.486,0.8064,8.0594
36.0,0.0,-2.0,0.0,-0.2,0.4281722222222223,5061.19,205.24638510445618,0.5001,0.7939,8.2726
9.0,0.0,-1.0,0.0,-0.2,0.8585777777777779,4455.23,286.7698475638694,0.5701,0.7657,7.2977
16.0,0.0,-1.0,0.0,-0.2,0.68291875,4039.87,238.0857770367357,0.5065,0.8352,5.7947
25.0,0.0,-1.0,0.0,-0.2,0.54078,4595.35,236.25237046872252,0.4962,0.878,5.6384
36.0,0.0,-1.0,0.0,-0.2,0.4167333333333334,4977.52,214.946584829765,0.5053,0.7898,7.2227
9.0,0.0,1.0,0.0,-0.2,0.787488888888889,4043.61,377.46538792831757,0.5772,0.8202,3.4436
16.0,0.0,1.0,0.0,-0.2,0.6277,4151.93,307.81987526732155,0.5294,0.8814,3.3604
25.0,0.0,1.0,0.0,-0.2,0.50634,4607.72,282.9647766763834,0.5082,0.8997,3.5218
36.0,0.0,1.0,0.0,-0.2,0.38815277777777785,4611.76,255.40033824045764,0.5031,0.9076,3.8215
9.0,0.0,2.0,0.0,-0.2,0.6906222222222224,3684.14,460.5021709394328,0.6093,0.866,1.7662
16.0,0.0,2.0,0.0,-0.2,0.6122875,4026.82,294.7974781927696,0.5409,0.8479,3.5744
25.0,0.0,2.0,0.0,-0.2,0.4746040000000001,4649.68,322.6095233422276,0.5291,0.9135,2.5327
36.0,0.0,2.0,0.0,-0.2,0.3819944444444444,5001.47,296.82876642966283,0.5211,0.9272,2.9912
9.0,0.0,3.0,0.0,-0.2,0.7327000000000001,3630.29,415.7319851273207,0.5987,0.8533,2.0491
16.0,0.0,3.0,0.0,-0.2,0.5813875,4140.51,354.46568343338214,0.5605,0.8881,2.3049
25.0,0.0,3.0,0.0,-0.2,0.429016,4447.91,357.59149169781057,0.5497,0.9287,1.7492
36.0,0.0,3.0,0.0,-0.2,0.3532166666666667,4441.38,290.74511611851796,0.5236,0.9363,2.4555
9.0,0.0,0.0,-3.0,-0.2,0.8885888888888891,7695.8,454.2465651174898,0.6444,0.7179,8.4312
16.0,0.0,0.0,-3.0,-0.2,0.78361875,7982.79,361.16801038982607,0.568,0.7728,9.0894
25.0,0.0,0.0,-3.0,-0.2,0.646556,7793.13,313.1882798899455,0.5337,0.821,8.2133
36.0,0.0,0.0,-3.0,-0.2,0.5396333333333334,8458.13,296.76825160945435,0.5166,0.8145,8.5267
9.0,0.0,0.0,-2.0,-0.2,0.8374666666666669,4847.78,357.86223233204623,0.5955,0.7869,5.6172
16.0,0.0,0.0,-2.0,-0.2,0.72648125,5890.67,308.8936824022061,0.5443,0.822,6.9406
25.0,0.0,0.0,-2.0,-0.2,0.600684,6427.84,292.52130888595593,0.5148,0.857,6.5912
36.0,0.0,0.0,-2.0,-0.2,0.4877666666666667,6839.46,271.80985451727963,0.497,0.8629,6.993
9.0,0.0,0.0,-1.0,-0.2,0.7881444444444446,3330.13,299.31690423730834,0.5528,0.8184,3.8879
16.0,0.0,0.0,-1.0,-0.2,0.6807375,4543.32,279.4484837968671,0.5185,0.8474,5.135
25.0,0.0,0.0,-1.0,-0.2,0.5540200000000001,5169.02,263.105241306376,0.5089,0.8698,5.4715
36.0,0.0,0.0,-1.0,-0.2,0.44702222222222215,5753.17,256.1735396229991,0.5089,0.8747,5.8518
9.0,0.0,0.0,1.0,-0.2,0.7756111111111114,2744.17,254.43425749004865,0.537,0.8338,3.6665
16.0,0.0,0.0,1.0,-0.2,0.65129375,4017.75,251.1230848272299,0.5195,0.8093,5.157
25.0,0.0,0.0,1.0,-0.2,0.508748,4389.73,247.0785023000972,0.5144,0.8721,4.7578
36.0,0.0,0.0,1.0,-0.2,0.37040555555555554,4059.23,223.857230902967,0.4962,0.873,4.3741
9.0,0.0,0.0,2.0,-0.2,0.7347333333333336,2557.55,279.91276572624236,0.5423,0.834,2.5201
16.0,0.0,0.0,2.0,-0.2,0.62628125,3225.09,210.68760921311815,0.4952,0.8032,4.9171
25.0,0.0,0.0,2.0,-0.2,0.44569200000000003,3426.41,211.08617245121295,0.5095,0.7279,4.4987
36.0,0.0,0.0,2.0,-0.2,0.3351027777777778,3292.36,210.47359705900206,0.4739,0.9152,3.3521
9.0,0.0,0.0,3.0,-0.2,0.755188888888889,2496.22,255.93793009273912,0.5301,0.8292,2.9131
16.0,0.0,0.0,3.0,-0.2,0.59375625,3091.24,221.82493434700154,0.5133,0.7812,4.077
25.0,0.0,0.0,3.0,-0.2,0.478484,3780.44,207.81785671364543,0.5053,0.7587,5.5418
36.0,0.0,0.0,3.0,-0.2,0.3010277777777778,2954.93,192.70337003133181,0.493,0.7416,3.8456
9.0,-3.0,0.0,0.0,-0.1,0.8243333333333336,2496.79,213.24924828712238,0.6553,0.7366,3.9023
16.0,-3.0,0.0,0.0,-0.1,0.7010125,3166.71,200.84739989282846,0.6152,0.7655,4.2117
25.0,-3.0,0.0,0.0,-0.1,0.5797800000000001,3666.17,187.8756955410615,0.6098,0.795,4.56
36.0,-3.0,0.0,0.0,-0.1,0.44302777777777785,3818.05,178.96199422361323,0.6253,0.7693,4.7579
9.0,-2.0,0.0,0.0,-0.1,0.8142111111111113,3065.11,271.8592217679416,0.6294,0.7633,3.682
16.0,-2.0,0.0,0.0,-0.1,0.68885625,3545.92,221.45031866318234,0.5862,0.8099,4.644
25.0,-2.0,0.0,0.0,-0.1,0.5725040000000001,4099.5,210.75981894854675,0.5717,0.8243,4.7875
36.0,-2.0,0.0,0.0,-0.1,0.45910555555555554,4549.77,200.2602537826766,0.5649,0.8181,5.5262
9.0,-1.0,0.0,0.0,-0.1,0.83,3218.42,264.802787091979,0.5827,0.7778,4.4071
16.0,-1.0,0.0,0.0,-0.1,0.69246875,4109.1,259.3877144464737,0.549,0.8325,4.5612
25.0,-1.0,0.0,0.0,-0.1,0.561828,4467.89,232.76879490902843,0.5179,0.863,4.8537
36.0,-1.0,0.0,0.0,-0.1,0.4524833333333333,4866.39,220.5981774145391,0.5225,0.8615,5.2684
9.0,0.0,0.0,0.0,-0.1,0.8100000000000002,3629.82,306.5099391786294,0.5549,0.8179,4.3486
16.0,0.0,0.0,0.0,-0.1,0.692125,4441.11,278.29096412150653,0.4998,0.8491,4.7472
25.0,0.0,0.0,0.0,-0.1,0.537352,4457.69,246.01351053984334,0.49,0.8821,4.5475
36.0,0.0,0.0,0.0,-0.1,0.45206666666666667,5223.6,237.912496367006,0.4922,0.8823,5.3283
9.0,1.0,0.0,0.0,-0.1,0.8582444444444445,4936.9,348.33589480633754,0.5422,0.788,6.1343
16.0,1.0,0.0,0.0,-0.1,0.6816875,4489.48,290.1821500078917,0.4812,0.8721,4.5274
25.0,1.0,0.0,0.0,-0.1,0.5415920000000001,4725.98,262.0004949123629,0.4557,0.9012,4.4919
36.0,1.0,0.0,0.0,-0.1,0.45508611111111114,5876.52,252.0403742238342,0.4763,0.8121,6.3672
9.0,2.0,0.0,0.0,-0.1,0.8397000000000002,4031.28,301.9695647034691,0.506,0.809,5.5609
16.0,2.0,0.0,0.0,-0.1,0.700775,5401.83,325.4996654652803,0.4688,0.8684,5.3626
25.0,2.0,0.0,0.0,-0.1,0.528712,4542.43,255.74089480651165,0.4298,0.8909,4.4529
36.0,2.0,0.0,0.0,-0.1,0.39414722222222215,4580.29,250.6096951019452,0.4146,0.9044,4.015
9.0,3.0,0.0,0.0,-0.1,0.8024222222222225,4350.25,378.23636128838734,0.4794,0.8432,4.2913
16.0,3.0,0.0,0.0,-0.1,0.71115625,5378.99,308.0134942114385,0.4344,0.86,6.0207
25.0,3.0,0.0,0.0,-0.1,0.5581440000000001,5527.15,287.47953076251673,0.4148,0.8865,5.2665
36.0,3.0,0.0,0.0,-0.1,0.3984111111111111,4858.9,260.2298540562995,0.3948,0.9083,4.2637
9.0,0.0,-3.0,0.0,-0.1,0.8481222222222222,2950.91,181.1537120187725,0.5167,0.7236,8.2095
16.0,0.0,-3.0,0.0,-0.1,0.7461,4524.74,193.12493806268884,0.4949,0.7576,10.7342
25.0,0.0,-3.0,0.0,-0.1,0.593068,4830.13,188.50370064244945,0.4802,0.748,9.9487
36.0,0.0,-3.0,0.0,-0.1,0.46556944444444454,5179.57,187.9501071897507,0.4881,0.7775,9.8207
9.0,0.0,-2.0,0.0,-0.1,0.8722333333333335,3656.79,221.7033798483176,0.5366,0.7481,8.1687
16.0,0.0,-2.0,0.0,-0.1,0.7351,4380.45,218.19635565229953,0.4972,0.8145,7.9136
25.0,0.0,-2.0,0.0,-0.1,0.590072,4809.84,200.11012797429996,0.5003,0.7999,8.5137
36.0,0.0,-2.0,0.0,-0.1,0.4692194444444445,5415.81,203.47691194618108,0.4947,0.7748,8.8004
9.0,0.0,-1.0,0.0,-0.1,0.8779555555555557,4628.59,282.5592859689154,0.5757,0.7547,7.9163
16.0,0.0,-1.0,0.0,-0.1,0.7179875,4262.76,234.97068580408433,0.5027,0.8258,6.3723
25.0,0.0,-1.0,0.0,-0.1,0.580844,4874.5,233.9563811006386,0.4932,0.8627,6.1109
36.0,0.0,-1.0,0.0,-0.1,0.45289444444444443,5235.9,212.70175305864277,0.4937,0.7794,7.403
9.0,0.0,1.0,0.0,-0.1,0.8138333333333336,4256.83,374.9592996255833,0.58,0.7953,3.8146
16.0,0.0,1.0,0.0,-0.1,0.665525,4397.73,303.1136064420299,0.5204,0.8603,3.7457
25.0,0.0,1.0,0.0,-0.1,0.5453399999999999,4865.62,277.1685522814511,0.4959,0.8877,3.8178
36.0,0.0,1.0,0.0,-0.1,0.42165555555555556,4839.0,250.18155320986472,0.4914,0.9019,3.984
9.0,0.0,2.0,0.0,-0.1,0.7280333333333335,3913.32,450.41328680984043,0.5917,0.844,2.0573
16.0,0.0,2.0,0.0,-0.1,0.648225,4255.48,291.2625895817152,0.5309,0.8349,3.9243
25.0,0.0,2.0,0.0,-0.1,0.5138400000000001,4960.16,317.0984813275026,0.5172,0.9067,2.812
36.0,0.0,2.0,0.0,-0.1,0.4160777777777777,5303.81,290.46258554795594,0.5016,0.9216,3.1376
9.0,0.0,3.0,0.0,-0.1,0.7678333333333336,3792.98,406.0296663652318,0.5808,0.8378,2.3628
16.0,0.0,3.0,0.0,-0.1,0.62086875,4366.83,346.39104692714335,0.5468,0.8827,2.5782
25.0,0.0,3.0,0.0,-0.1,0.464948,4722.4,349.74815264861667,0.5346,0.9142,1.9253
36.0,0.0,3.0,0.0,-0.1,0.38906666666666667,4773.45,286.02083844434713,0.5049,0.9249,2.5718
9.0,0.0,0.0,-3.0,-0.1,0.9094333333333334,7954.6,442.67800379065034,0.6537,0.7054,9.2231
16.0,0.0,0.0,-3.0,-0.1,0.81468125,8251.08,350.9427223928108,0.5647,0.7568,9.9846
25.0,0.0,0.0,-3.0,-0.1,0.690328,8225.95,307.3417086479092,0.5306,0.8053,9.0493
36.0,0.0,0.0,-3.0,-0.1,0.5868083333333333,8909.43,288.61655222338914,0.5145,0.8031,9.2484
9.0,0.0,0.0,-2.0,-0.1,0.8583888888888891,5063.62,353.76143280077963,0.5991,0.7706,6.1655
16.0,0.0,0.0,-2.0,-0.1,0.76268125,6232.59,303.9269795558585,0.5409,0.7955,7.7837
25.0,0.0,0.0,-2.0,-0.1,0.641864,6719.87,287.07375953515987,0.5101,0.8437,7.0914
36.0,0.0,0.0,-2.0,-0.1,0.5346638888888888,7295.69,266.5142765531672,0.4995,0.8358,7.5989
9.0,0.0,0.0,-1.0,-0.1,0.817877777777778,3443.33,292.9325639543128,0.5497,0.8037,4.2213
16.0,0.0,0.0,-1.0,-0.1,0.72270625,4818.04,274.6430742248198,0.5197,0.8291,5.6962
25.0,0.0,0.0,-1.0,-0.1,0.590452,5495.34,260.56352880791167,0.5143,0.8592,5.9722
36.0,0.0,0.0,-1.0,-0.1,0.49040555555555565,6140.03,252.9181240526534,0.4942,0.8692,6.2413
9.0,0.0,0.0,1.0,-0.1,0.8045555555555557,2845.49,248.9280352458474,0.5293,0.8126,4.0085
16.0,0.0,0.0,1.0,-0.1,0.68349375,4163.33,246.74555413843657,0.5169,0.7955,5.5208
25.0,0.0,0.0,1.0,-0.1,0.5548960000000001,4652.62,240.92216867419504,0.485,0.8556,5.1026
36.0,0.0,0.0,1.0,-0.1,0.4017888888888889,4277.25,220.8243765067234,0.4893,0.8576,4.5285
9.0,0.0,0.0,2.0,-0.1,0.7598444444444447,2642.36,276.8444022857069,0.5231,0.8228,2.7046
16.0,0.0,0.0,2.0,-0.1,0.66529375,3381.1,207.62476890954795,0.4825,0.7834,5.2588
25.0,0.0,0.0,2.0,-0.1,0.4850879999999999,3701.65,209.8407302828804,0.5065,0.7237,4.8418
36.0,0.0,0.0,2.0,-0.1,0.3624555555555556,3525.35,209.71552474159574,0.4767,0.9059,3.5538
9.0,0.0,0.0,3.0,-0.1,0.780577777777778,2609.86,253.1435840177962,0.5248,0.815,3.2226
16.0,0.0,0.0,3.0,-0.1,0.626375,3219.52,218.79172532226025,0.4992,0.7665,4.3299
25.0,0.0,0.0,3.0,-0.1,0.514864,4015.83,205.85374561865223,0.5046,0.7445,5.8706
36.0,0.0,0.0,3.0,-0.1,0.3275777777777778,3155.72,191.90638605028676,0.4879,0.7411,3.9847
9.0,-3.0,0.0,0.0,0.0,0.8563111111111114,2601.09,208.74978451736348,0.6571,0.7107,4.28
16.0,-3.0,0.0,0.0,0.0,0.73940625,3326.96,197.55461625623568,0.6283,0.7517,4.6291
25.0,-3.0,0.0,0.0,0.0,0.619168,3776.82,182.33564143180553,0.6117,0.7754,4.8259
36.0,-3.0,0.0,0.0,0.0,0.49053055555555547,4130.99,176.77359148553253,0.6166,0.7489,5.0902
9.0,-2.0,0.0,0.0,0.0,0.837588888888889,3166.5,266.3239053481702,0.6281,0.7488,4.0499
16.0,-2.0,0.0,0.0,0.0,0.72884375,3710.43,217.20622329213685,0.5707,0.792,5.0666
25.0,-2.0,0.0,0.0,0.0,0.614992,4381.59,208.4141326466444,0.5571,0.8091,5.254
36.0,-2.0,0.0,0.0,0.0,0.5118861111111112,4879.62,196.43398029153022,0.5578,0.803,5.8169
9.0,-1.0,0.0,0.0,0.0,0.8541555555555559,3361.42,260.99975639171817,0.5711,0.7579,4.8444
16.0,-1.0,0.0,0.0,0.0,0.72889375,4323.55,254.87581713287105,0.5348,0.8082,5.0967
25.0,-1.0,0.0,0.0,0.0,0.60346,4670.43,226.9939008333426,0.5186,0.8474,5.2116
36.0,-1.0,0.0,0.0,0.0,0.49886111111111114,5220.24,216.94057277228254,0.5086,0.8488,5.6795
9.0,0.0,0.0,0.0,0.0,0.830788888888889,3801.73,302.94962871169326,0.5584,0.7955,4.8138
16.0,0.0,0.0,0.0,0.0,0.72309375,4663.04,275.229320957158,0.5055,0.8374,5.2407
25.0,0.0,0.0,0.0,0.0,0.5761320000000002,4693.48,240.82033956345282,0.4803,0.8684,4.9104
36.0,0.0,0.0,0.0,0.0,0.4972416666666667,5567.06,233.29977298290297,0.4823,0.87,5.6916
9.0,1.0,0.0,0.0,0.0,0.8783222222222224,5182.51,344.396644679807,0.5554,0.7701,6.7545
16.0,1.0,0.0,0.0,0.0,0.71105,4770.27,287.24510986195475,0.4768,0.849,5.1639
25.0,1.0,0.0,0.0,0.0,0.578008,4981.03,256.28680226343914,0.4456,0.8848,4.8907
36.0,1.0,0.0,0.0,0.0,0.499175,6252.09,247.08973149895147,0.4551,0.8056,6.7707
9.0,2.0,0.0,0.0,0.0,0.8621333333333335,4212.02,299.15511134674557,0.4905,0.7929,6.1441
16.0,2.0,0.0,0.0,0.0,0.73355625,5659.68,318.35943371367364,0.4557,0.8534,6.0274
25.0,2.0,0.0,0.0,0.0,0.5664040000000001,4807.22,251.74781974567082,0.4111,0.8814,4.8545
36.0,2.0,0.0,0.0,0.0,0.42500277777777773,4865.23,247.59858150490723,0.4138,0.9004,4.2838
9.0,3.0,0.0,0.0,0.0,0.8266444444444445,4554.31,371.54209126001115,0.4829,0.8202,4.7986
16.0,3.0,0.0,0.0,0.0,0.74166875,5588.75,301.3198675051949,0.4316,0.845,6.5438
25.0,3.0,0.0,0.0,0.0,0.59846,5863.93,282.45680351173144,0.413,0.8782,5.7604
36.0,3.0,0.0,0.0,0.0,0.43627777777777776,5231.32,257.63351733816154,0.3912,0.8984,4.5735
9.0,0.0,-3.0,0.0,0.0,0.8707,3069.28,178.70547373720947,0.5054,0.7071,8.8294
16.0,0.0,-3.0,0.0,0.0,0.7775125,4708.33,190.54455816003136,0.4933,0.7479,11.5249
25.0,0.0,-3.0,0.0,0.0,0.631604,5118.46,187.40356291428657,0.4797,0.7406,10.6432
36.0,0.0,-3.0,0.0,0.0,0.5153777777777777,5605.11,186.34298090532687,0.4748,0.7585,10.4519
9.0,0.0,-2.0,0.0,0.0,0.8857111111111113,3732.96,218.0957673330662,0.5433,0.7407,8.5933
16.0,0.0,-2.0,0.0,0.0,0.76505625,4582.58,214.9252359709803,0.4897,0.8038,8.6674
25.0,0.0,-2.0,0.0,0.0,0.63194,5070.28,198.00388496553657,0.4837,0.7888,9.0481
36.0,0.0,-2.0,0.0,0.0,0.5143,5825.54,201.97208321776554,0.4838,0.7674,9.3228
9.0,0.0,-1.0,0.0,0.0,0.8935111111111114,4821.83,280.3051752222971,0.5798,0.7459,8.6015
16.0,0.0,-1.0,0.0,0.0,0.7508375,4431.37,230.43671485848705,0.4923,0.811,6.8992
25.0,0.0,-1.0,0.0,0.0,0.620724,5144.28,230.02589637286653,0.4795,0.8524,6.6342
36.0,0.0,-1.0,0.0,0.0,0.5019138888888889,5655.59,210.57498611273914,0.4888,0.7699,7.9209
9.0,0.0,1.0,0.0,0.0,0.8375333333333336,4424.78,366.5481740504939,0.5796,0.7792,4.2832
16.0,0.0,1.0,0.0,0.0,0.7007,4622.79,296.07459856395104,0.513,0.8471,4.2396
25.0,0.0,1.0,0.0,0.0,0.58304,5120.54,271.77775121774636,0.4789,0.8785,4.1865
36.0,0.0,1.0,0.0,0.0,0.45789444444444444,5143.1,245.54756461007352,0.4714,0.8845,4.2514
9.0,0.0,2.0,0.0,0.0,0.7471222222222225,4017.05,444.16865428229664,0.6022,0.8364,2.2494
16.0,0.0,2.0,0.0,0.0,0.68681875,4476.42,285.6006268215527,0.5143,0.8145,4.3733
25.0,0.0,2.0,0.0,0.0,0.5491360000000001,5163.2,308.34546391032427,0.5103,0.8858,3.0472
36.0,0.0,2.0,0.0,0.0,0.4533833333333334,5646.06,284.7390870866054,0.4961,0.9077,3.425
9.0,0.0,3.0,0.0,0.0,0.792488888888889,4003.92,402.7524781170003,0.5832,0.8191,2.7059
16.0,0.0,3.0,0.0,0.0,0.65706875,4608.96,339.2636948703817,0.5318,0.8686,2.9437
25.0,0.0,3.0,0.0,0.0,0.5063840000000001,5043.92,343.48092136180395,0.5264,0.9055,2.1502
36.0,0.0,3.0,0.0,0.0,0.42769444444444443,5064.18,278.1222538886397,0.496,0.9152,2.7652
9.0,0.0,0.0,-3.0,0.0,0.9238555555555559,8248.84,436.24724359871146,0.6505,0.67,10.0287
16.0,0.0,0.0,-3.0,0.0,0.84711875,8621.63,342.03525631902664,0.5624,0.7384,11.1557
25.0,0.0,0.0,-3.0,0.0,0.7334320000000001,8681.0,300.05620938032826,0.5176,0.7912,10.1707
36.0,0.0,0.0,-3.0,0.0,0.6367611111111111,9550.54,284.64986197624887,0.5026,0.7727,10.2502
9.0,0.0,0.0,-2.0,0.0,0.8835111111111114,5245.3,345.52213110642924,0.5937,0.7449,6.766
16.0,0.0,0.0,-2.0,0.0,0.795225,6516.37,297.7676471051353,0.5306,0.783,8.6143
25.0,0.0,0.0,-2.0,0.0,0.6941,7217.63,279.14983100166415,0.5024,0.8192,8.1821
36.0,0.0,0.0,-2.0,0.0,0.5775861111111111,7704.85,261.86482531406864,0.4888,0.828,8.1676
9.0,0.0,0.0,-1.0,0.0,0.8386777777777781,3595.74,288.26157033979854,0.5512,0.7812,4.7084
16.0,0.0,0.0,-1.0,0.0,0.7511375,5036.21,270.49706363123414,0.5039,0.8044,6.3451
25.0,0.0,0.0,-1.0,0.0,0.636784,5843.52,255.1883942715684,0.4864,0.8408,6.641
36.0,0.0,0.0,-1.0,0.0,0.5340611111111111,6513.77,247.41775174550656,0.4849,0.8522,6.7172
9.0,0.0,0.0,1.0,0.0,0.8332444444444447,3007.12,246.1540358115464,0.5217,0.7916,4.5045
16.0,0.0,0.0,1.0,0.0,0.72039375,4422.64,244.99070213970654,0.5067,0.7783,6.1143
25.0,0.0,0.0,1.0,0.0,0.595508,4894.72,236.5201980640285,0.4866,0.8496,5.5528
36.0,0.0,0.0,1.0,0.0,0.4390361111111111,4597.95,218.36198166339304,0.4824,0.848,4.8685
9.0,0.0,0.0,2.0,0.0,0.7838111111111113,2759.44,272.6106236129022,0.5242,0.8129,3.0658
16.0,0.0,0.0,2.0,0.0,0.69735,3585.82,207.4315549309462,0.481,0.7793,5.7421
25.0,0.0,0.0,2.0,0.0,0.5235040000000001,3911.8,207.01261778938886,0.4858,0.7224,5.1492
36.0,0.0,0.0,2.0,0.0,0.4054416666666667,3815.21,205.6381305508054,0.462,0.8982,3.7605
9.0,0.0,0.0,3.0,0.0,0.8078666666666667,2742.08,249.7391807033334,0.5183,0.7956,3.6163
16.0,0.0,0.0,3.0,0.0,0.66026875,3387.61,215.53554978292817,0.5024,0.7645,4.7669
25.0,0.0,0.0,3.0,0.0,0.552776,4230.91,203.7198960611952,0.489,0.7347,6.2462
36.0,0.0,0.0,3.0,0.0,0.35635833333333333,3334.18,189.04975260128805,0.4861,0.7222,4.1227
